k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Dendryphiella	1.0	3.25	6.0	7.5	20.0	1.0	1.0	1.0	2.0	23.0	1.0	1.0	1.0	1.0	6.0	1.0	1.0	1.0	1.0	1.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Exserohilum	1.0	1.0	1.0	1.0	7.0	1.0	1.0	1.0	1.75	8.0	1.0	1.0	1.0	1.0	4.0	1.0	1.0	1.0	1.0	1.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__Stemphylium	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporaceae;g__unidentified	1.0	1.0	1.0	1.0	7.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Chalastospora	1.0	1.0	1.0	1.0	6.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Pleosporales_fam_Incertae_sedis;g__Pseudorobillarda	1.0	35.0	59.5	173.75	1759.0	20.0	33.0	56.5	107.25	190.0	1.0	21.0	55.0	166.25	12742.0	1.0	37.0	52.5	103.0	183.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Preussia	1.0	1.0	1.0	1.0	9.0	1.0	1.0	1.0	1.0	17.0	1.0	1.0	1.0	1.0	32.0	1.0	1.0	1.0	17.5	935.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Sporormiaceae;g__Westerdykella	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Tetraplosphaeriaceae;g__Tetraplosphaeria	1.0	1.0	1.0	5.0	243.0	1.0	1.0	8.0	18.75	30.0	1.0	1.0	3.0	7.75	20.0	1.0	1.0	1.0	1.0	1.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Thyridariaceae;g__Roussoella	1.0	1.0	1.0	1.75	14.0	1.0	1.0	1.0	1.0	36.0	1.0	1.0	1.0	1.0	17.0	1.0	1.0	1.0	1.0	6.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Torulaceae;g__Dendryphion	1.0	122.0	198.5	325.0	1249.0	29.0	104.5	199.5	475.25	1087.0	1.0	90.0	170.5	335.0	594.0	1.0	28.5	60.0	121.0	674.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Torulaceae;g__Torula	16.0	129.75	151.5	196.25	540.0	12.0	50.25	146.0	209.0	299.0	1.0	1.0	32.5	122.25	257.0	8.0	17.75	52.5	91.25	549.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__unidentified;g__unidentified	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	7.0	1.0	1.0	1.0	1.0	1.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Tubeufiales;f__Tubeufiaceae;g__Helicosporium	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	6.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Tubeufiales;f__Tubeufiaceae;g__unidentified	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Sympoventuriaceae;g__Scolecobasidium	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;__;__	1.0	1.0	1.0	1.0	5.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0
k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Chaetothyriaceae;g__unidentified	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	81.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0
